2,,invalshoeken,niveau van ontsluiting,objectnummer,beelden ontsluiten voor publiek?,inhoudelijke registratie koepel en deelnummers,waardering,,foto-overleg,beelden klaar,staat te ontsluiten beeld op de R-schijf in groot formaat?,naam beeld(en),vervaardiger,toestemming auteursrecht,Attributie,publicatie op cogent (via europeana),publicatie op erfgoedinzicht,opmerkingen,collectiepresentatie?
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2002-0130_1-4,niet-publiek,ok,,,,ok,ok,2002-0130_1-4,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2002-0130_2-4,niet-publiek,ok,,,,ok,ok,2002-0130_2-4,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2002-0130_3-4,niet-publiek,ok,,,,ok,ok,2002-0130_3-4,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2002-0130_4-4,niet-publiek,ok,,,,ok,ok,2002-0130_4-4,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2002-0134,publiek,ok,,,,ok,ok,2002-0134$1,,,,ok 2022-05-31,ok 2022-05-31,,
Ianthe,,Italiaans postmodernisme,set,2003-0158_0-4,publiek,ok,,,nieuwe foto ; ok,nummer,ok,2003-0158_0-4$1,,,,ok 2022-05-31,ok 2022-05-31,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2003-0158_1-4,niet-publiek,ok,,,nieuwe foto ; ok,nummer,ok,2003-0158_1-4$1,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2003-0158_2-4,niet-publiek,ok,,,nieuwe foto ; ok,nummer,ok,2003-0158_2-4$1,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2003-0158_3-4,niet-publiek,ok,,,nieuwe foto ; ok,nummer,ok,2003-0158_3-4$1,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2003-0158_4-4,niet-publiek,ok,,,nieuwe foto ; ok,nummer,ok,2003-0158_4-4$1,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,ensemble,2004-0001_00-12,publiek,ok,,,,ok,ok,2004-0001_00-12$1,,,,ok 2022-05-31,ok 2022-05-31,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_01-12,niet-publiek,ok,,,,ok,ok,2004-0001_01-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_02-12,niet-publiek,ok,,,,ok,ok,2004-0001_02-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_03-12,niet-publiek,ok,,,,ok,ok,2004-0001_03-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_04-12,niet-publiek,ok,,,,ok,ok,2004-0001_04-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_05-12,niet-publiek,ok,,,,ok,ok,2004-0001_05-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_06-12,niet-publiek,ok,,,,ok,ok,2004-0001_06-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_07-12,niet-publiek,ok,,,,ok,ok,2004-0001_07-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_08-12,niet-publiek,ok,,,,ok,ok,2004-0001_08-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_09-12,niet-publiek,ok,,,,ok,ok,2004-0001_09-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_10-12,niet-publiek,ok,,,,ok,ok,2004-0001_10-12$1,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_11-12,niet-publiek,ok,,,,ok,ok,2004-0001_11-12$1,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0001_12-12,niet-publiek,ok,,,,ok,ok,2004-0001_12-12,,,,ok 2023-07-07,nvt,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2004-0057,publiek,ok,,,,ok,ok,2004-0057,,,,ok 2022-05-31,ok 2022-05-31,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2007-0036,publiek,ok,,,,ok,ok,2007-0036$1,,,,ok 2022-05-31,ok 2022-05-31,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,2017-0002,publiek,ok,,,,ok,ok,2017-0002$1,,,,ok 2022-05-31,ok 2022-05-31,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,SCH-0170,publiek,ok,,,nieuwe foto ; ok,ok,foto maken,SCH-0170$1;SCH-0170$2,,,,ok 2025-03-10,ok 2025-03-10,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,SCH-0544,publiek,ok,,,,ok,ok,SCH-0544$4,,,,ok 2022-08-16,ok 2022-08-16,,
Ianthe,,Italiaans postmodernisme,enkelvoudig object,SCH-0554,publiek,ok,,,,ok,ok,SCH-0554,,,,ok 2022-11-07,ok 2022-11-07,,
,,,,,,,,,,,,,,,,,,,
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,2769,publiek,ok,,nieuwe foto na restauratie,ok,ok,ok,2769$1,,,,ok 2022-09-13,ok 2022-09-13,,JA
Mathilde,,Mabel Elwes,enkelvoudig object,2770,publiek,ok,,,,ok,ok,2770$1,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2773,publiek,ok,,,,ok,ok,2773,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2774,publiek,ok,,,geen foto > ok,ok,nee,2774$1,,,,ok 2023-03-16,ok 2023-03-16,,
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,2775,publiek,ok,,nieuwe foto na restauratie,ok,ok,ok,2775,,,,ok 2022-10-13,ok 2022-10-13,,JA
Mathilde,,Mabel Elwes,enkelvoudig object,2776,publiek,ok,,,,ok,ok,2776,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2777,publiek,ok,,,,ok,ok,2777,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2778,publiek,ok,,,,ok,ok,2778,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2779,publiek,ok,,,,ok,ok,2779,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2780,publiek,ok,,,,ok,ok,2780,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,2784,publiek,ok,,,foto nemen,x,nee,,,,,,,,
Mathilde,,Mabel Elwes,enkelvoudig object,2843,publiek,ok,,,,ok,ok,2843$1,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,2847,publiek,ok,,nieuwe foto na restauratie,wazige foto,x,nee,,,,,,,,JA
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,3952,publiek,ok,,nieuwe foto na reiniging,foto draaien; ok,nummer,ok,3952$1,,,,ok 2022-10-14,ok 2022-10-14,,JA
Mathilde,,Mabel Elwes,enkelvoudig object,4300,publiek,ok,,,,ok,ok,4300,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,ensemble,4301_0-2,publiek,ok,,,,ok,ok,4301_0-2,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4301_1-2,niet-publiek,ok,,,,ok,ok,4301_1-2,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4301_2-2,niet-publiek,ok,,,,ok,ok,4301_2-2,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig  object,4302,publiek,ok,,,,ok,ok,4302,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,set,4303_0-4,publiek,ok,,,,ok,ok,4303_0-4,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4303_1-4,niet-publiek,ok,,,,ok,ok,4303_1-4,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4303_2-4,niet-publiek,ok,,,,ok,ok,4303_2-4,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4303_3-4,niet-publiek,ok,,,,ok,ok,4303_3-4,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4303_4-4,niet-publiek,ok,,,,ok,ok,4303_4-4,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4304,publiek,ok,,,,ok,ok,4304$1,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4305,publiek,ok,,,,ok,ok,4305,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4306,publiek,ok,,,,ok,ok,4306,,,,ok 2022-09-23,ok 2022-09-23,,
Mathilde,,Mabel Elwes,set,4307_0-2,publiek,ok,,,,ok,ok,4307_0-2,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4307_1-2,niet-publiek,ok,,,,ok,ok,4307_1-2,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4307_2-2,niet-publiek,ok,,,,ok,ok,4307_2-2,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4308,publiek,ok,,,,ok,ok,4308$1,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4309,publiek,ok,,,,ok,ok,4309,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4310,publiek,ok,,,,ok,ok,4310,,,,ok 2022-11-07,ok 2022-11-07,,
Mathilde,,Mabel Elwes,enkelvoudig object,4311,publiek,"Opermking Sam: klopt niet, cottage is 1910 Brussel, Moeder Dangotte met Elwes en VDV (>< burgemeesterwoning 1913 Gent met ADCD en VDV)",,,,ok,ok,4311,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,4317,publiek,ok,,nieuwe foto na restauratie,ok,ok,ok,4317,,,,ok 2022-09-13,ok 2022-09-13,,JA
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,4318,publiek,ok,,nieuwe foto na restauratie,ok,ok,ok,4318$1,,,,ok 2022-09-13,ok 2022-09-13,,JA
Mathilde,,Mabel Elwes,set,4319_0-2,publiek,ok,,,koepelfoto maken,x,nee,,,,,,,,
Mathilde,,Mabel Elwes,enkelvoudig object,4319_1-2,niet-publiek,ok,,,,ok,ok,4319_1-2$1,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4319_2-2,niet-publiek,ok,,,,ok,ok,4319_2-2$1,,,,ok 2023-07-07,nvt,,
Mathilde,,Mabel Elwes,enkelvoudig object,4320,publiek,ok,,,,ok,ok,4320$1,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4321,publiek,ok,,,,ok,ok,4321$1,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde/Sam,,Mabel Elwes,enkelvoudig object,4322,publiek,ok,,nieuwe foto na restauratie,ok,ok,ok,4322$1,,,,ok 2022-10-13,ok 2022-10-13,,JA
Mathilde,,Mabel Elwes,enkelvoudig object,4323,publiek,ok,,,,ok,ok,4323$1,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4324,publiek,ok,,,,ok,ok,4324$1,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4325,publiek,ok,,,,ok,ok,4325$1,,,,ok 2022-10-13,ok 2022-10-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4326,publiek,ok,,,,ok,ok,4326$1,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4327,publiek,ok,,,,ok,ok,4327,,,,ok 2022-09-13,ok 2022-09-13,,
Mathilde,,Mabel Elwes,enkelvoudig object,4328,publiek,ok,,,,ok,ok,4328$1,,,,ok 2022-10-14,ok 2022-10-14,,
Mathilde,,Mabel Elwes,enkelvoudig object,2009-0353,publiek,ok,,,foto nemen,x,nee,,,,,,,,
Mathilde,,Mabel Elwes,enkelvoudig object ,2009-0354,publiek,ok,,,foto nemen,x,nee,,,,,,,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0919,publiek,ok,,,opgelet; beeld van naam veranderd; ok,ok,ok,1987-0919$1,,,,ok 2023-05-12,ok 2023-05-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0882,publiek,ok,,,ok,ok,ok,1987-0882$1,,,,ok 2023-03-16,ok 2023-03-16,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0885,publiek,ok,,,ok,ok,ok,1987-0885$1,,,,ok 2023-09-28,ok 2023-09-28,,
Pieter,,legaat Havermans,set,1987-0887_0-2,publiek,ok,,,ok,ok,ok,1987-0887_0-2$1,,,,ok 2023-09-28,ok 2023-09-28,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0887_1-2,niet-publiek,ok,,,ok,ok,ok,1987-0887_1-2$1,,,,ok 2023-09-28,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0887_2-2,niet-publiek,ok,,,ok,ok,ok,1987-0887_2-2$1,,,,ok 2023-09-28,nvt,,
Pieter,,legaat Havermans,set,1987-0920_0-2,publiek,ok,,,ok,ok,ok,1987-0920_0-2$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0920_1-2,niet-publiek,ok,,,ok,ok,ok,1987-0920_1-2$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0920_2-2,niet-publiek,ok,,,ok,ok,ok,1987-0920_2-2$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0863,publiek,ok,,,ok,ok,ok,1987-0863$1,,,,ok 2022-12-12,ok 2022-12-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0745,publiek,ok,,,ok,ok,ok,1987-0745$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0826,publiek,ok,,,ok,ok,ok,1987-0826$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0827,publiek,ok,,,ok,ok,ok,1987-0827$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0828,publiek,ok,,,ok,ok,ok,1987-0828$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0847,publiek,ok,,,ok,ok,ok,1987-0847$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0848,publiek,ok,,,ok,ok,ok,1987-0848$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0849,publiek,ok,,,"ok, maar duidelijk zichtbare vingerafdrukken op object",ok,ok,1987-0849$1,,,,ok 2022-09-23,ok 2022-09-23,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0850,publiek,ok,,,ok,ok,ok,1987-0850$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0851,publiek,ok,,,ok,ok,ok,1987-0851$1,,,,ok 2022-09-12,ok 2022-09-12,,
Pieter/Marie,,legaat Havermans,enkelvoudig object,1987-0853,publiek,ok,,,ok,nummer,ok,1987-0853$1,,,,ok 2022-09-12,ok 2022-09-12,,JA
Pieter,,legaat Havermans,ensemble,1987-0855_0-3,publiek,ok,,,ok,ok,ok,1987-0855_0-3$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0855_1-3,niet-publiek,ok,,,ok,ok,ok,1987-0855_1-3$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0855_2-3,niet-publiek,ok,,,ok,nummer,ok,1987-0855_2-3$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0855_3-3,niet-publiek,ok,,,ok,nummer,ok,1987-0855_3-3$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,ensemble,1987-0856_0-6,publiek,ok,,,ok,ok,ok,1987-0856_0-6$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0856_1-6,niet-publiek,ok,,,ok,ok,ok,1987-0856_1-6$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0856_2-6,niet-publiek,ok,,,ok,nummer,ok,1987-0856_2-6$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0856_3-6,niet-publiek,ok,,,ok,nummer,ok,1987-0856_3-6$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0856_4-6,niet-publiek,ok,,,ok,nummer,ok,1987-0856_4-6$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0856_5-6,niet-publiek,ok,,,ok,nummer,ok,1987-0856_5-6$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0856_6-6,niet-publiek,ok,,,ok,nummer,ok,1987-0856_6-6$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0857,publiek,ok,,,ok,ok,ok,1987-0857$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter/Marie,,legaat Havermans,enkelvoudig object,1987-0858,publiek,ok,,,ok,ok,ok,1987-0858$1;1987-0858$5,,,,ok 2023-05-12,ok 2023-05-12,,JA
Pieter,,legaat Havermans,enkelvoudig object,1987-0859,publiek,ok,,,ok,ok,ok,1987-0859$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0860,publiek,ok,,,opgelet; foto van naam veranderd; ok,nummer,ok,1987-0860$1,,,,ok 2023-05-12,ok 2023-05-12,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0861,publiek,ok,,,ok,nummer,ok,1987-0861$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0862,publiek,ok,,,ok,ok,ok,1987-0862$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,set,1987-0867_0-3,publiek,ok,,,ok,ok,ok,1987-0867_0-3,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0867_1-3,niet-publiek,ok,,,ok,ok,ok,1987-0867_1-3,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0867_2-3,niet-publiek,ok,,,ok,ok,ok,1987-0867_2-3,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0867_3-3,niet-publiek,ok,,,ok,ok,ok,1987-0867_3-3,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0869,publiek,ok,,,ok,ok,ok,1987-0869$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0870,publiek,ok,,,ok,ok,ok,1987-0870$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,set,1987-0871_0-4,publiek,ok,,,ok,ok,ok,1987-0871_0-4$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0871_1-4,niet-publiek,ok,,,ok,ok,ok,1987-0871_1-4,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0871_2-4,niet-publiek,ok,,,ok,ok,ok,1987-0871_2-4,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0871_3-4,niet-publiek,ok,,,ok,ok,ok,1987-0871_3-4,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0871_4-4,niet-publiek,ok,,,ok,ok,ok,1987-0871_4-4,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0890,publiek,ok,,,ok,ok,ok,1987-0890$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,set,1987-0893_0-2,publiek,ok,,,ok,nummer,ok,1987-0893_0-2,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0893_1-2,niet-publiek,ok,,,ok,ok,ok,1987-0893_1-2$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0893_2-2,niet-publiek,ok,,,ok,ok,ok,1987-0893_2-2$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0899,publiek,ok,,,ok,nummer,ok,1987-0899$2;1987-0899$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0908,publiek,ok,,,ok,ok,ok,1987-0908$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,set,1987-0918_0-2,publiek,ok,,,ok,ok,ok,1987-0918_0-2$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0918_1-2,niet-publiek,ok,,,ok,ok,ok,1987-0918_1-2$1,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0918_2-2,niet-publiek,ok,,,ok,ok,ok,1987-0918_2-2,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,set,1987-0921_0-5,publiek,ok,,,ok,ok,ok,1987-0921_0-5$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0921_1-5,niet-publiek,ok,,,ok,ok,ok,1987-0921_1-5,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0921_2-5,niet-publiek,ok,,,ok,ok,ok,1987-0921_2-5,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0921_3-5,niet-publiek,ok,,,ok,ok,ok,1987-0921_3-5,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0921_4-5,niet-publiek,ok,,,ok,ok,ok,1987-0921_4-5,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0921_5-5,niet-publiek,ok,,,ok,ok,ok,1987-0921_5-5,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,set,1987-0925_00-13,publiek,ok,,,ok,nummer,ok,1987-0925_00-13$1;1987-0925_00-13$2,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_01-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_01-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_02-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_02-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_03-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_03-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_04-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_04-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_05-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_05-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_06-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_06-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_07-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_07-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_08-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_08-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_09-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_09-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_10-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_10-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_11-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_11-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_12-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_12-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0925_13-13,niet-publiek,ok,,,ok,ok,ok,1987-0925_13-13,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0930,publiek,ok,,,opgelet; beeld van naam veranderd; ok,nummer,ok,1987-0930$1,,,,ok 2023-05-12,ok 2023-05-12,,
Pieter,,legaat Havermans,set,1987-0933_0-3,publiek,ok,,,ok,ok,ok,1987-0933_0-3$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0933_1-3,niet-publiek,ok,,,ok,ok,ok,1987-0933_1-3,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0933_2-3,niet-publiek,ok,,,ok,ok,ok,1987-0933_2-3,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0933_3-3,niet-publiek,ok,,,ok,ok,ok,1987-0933_3-3,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,set,1987-0934_00-11,publiek,ok,,,ok,ok,ok,1987-0934_00-11$1,,,,ok 2022-09-13,ok 2022-09-13,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0934_01-11,niet-publiek,ok,,,ok,ok,ok,1987-0934_01-11,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0934_02-11,niet-publiek,ok,,,ok,ok,ok,1987-0934_02-11,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0934_03-11,niet-publiek,ok,,,ok,ok,ok,1987-0934_03-11,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0934_04-11,niet-publiek,ok,,,ok,ok,ok,1987-0934_04-11,,,,ok 2023-07-07,nvt,,
Pieter,,legaat Havermans,enkelvoudig object,1987-0934_05-11,niet-publiek,ok,,,ok,ok,ok,1987-0934_05-11,,,,ok 2023-07-07,nvt,,
